Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link,salary_clean,salary_norm,exp_clean,exp_norm,location_clean,loc_mumbai,loc_bengaluru,loc_pune,loc_hyderabad,loc_gurugram,loc_chennai,loc_kolkata,loc_coimbatore,loc_noida,loc_ahmedabad
Application Lead,Accenture,12-16 Yrs,Not disclosed,Mumbai,Minimum 12 year(s) of experience is required. Educational Qualification : 15 Years of f...,"sap,sap transportation management,transportation,sap tm,sap pp,regression testing,sap sd,manual testing",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-12-to-16-years-101224917940,12.218579234972678,0.19549726775956283,14.0,0.56,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,Experience with database technologies such as MySQL and MongoDB Additional Information:...,"java collections,spring boot,design patterns,software engineering,api,rest,css,web services",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224917916,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"spring boot,japanese,japanese language,machine learning algorithms,statistics,oracle,power bi,machine learning",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224917871,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"spring boot,japanese,japanese language,machine learning algorithms,statistics,oracle,power bi,machine learning",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224917815,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Solution Architect,Accenture,12-16 Yrs,Not disclosed,Mumbai,Project Role :Solution ArchitectProject Role Description :Own the overall solution blue...,"microsoft azure,microservices,devops,software development methodologies,aws,kubernetes,project management,technical leadership",9 Days Ago,https://www.naukri.com/job-listings-solution-architect-accenture-solutions-pvt-ltd-mumbai-12-to-16-years-101224917747,12.218579234972678,0.19549726775956283,14.0,0.56,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","dbms,net mvc,jcl,mf,asp,rest,web application,cobal",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224917706,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Support Engineer,Accenture,7-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"sql queries,sap transportation management,software development life cycle,support process,application support,application packaging,itil framework,packaging",9 Days Ago,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224917622,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Data Platform Engineer,Accenture,5-8 Yrs,Not disclosed,Mumbai,Project Role :Data Platform EngineerProject Role Description :Assists with the data pla...,"google,data engineering,cloud platform,data modeling,platform architecture,python,data services,confluent",9 Days Ago,https://www.naukri.com/job-listings-data-platform-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224917586,12.218579234972678,0.19549726775956283,6.5,0.26,mumbai,1,0,0,0,0,0,0,0,0,0
Quality Engineer (Tester),Accenture,5-7 Yrs,Not disclosed,Mumbai,Project Role :Quality Engineer (Tester)Project Role Description :Provide expertise in t...,"software testing,cucumber,defect tracking,selenium,testng,quality control,production,regression testing",9 Days Ago,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224917554,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","css,software development,sql,java,full stack,rest,python,c++",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224917501,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"entity framework,net mvc,javascript,mvc,asp,c#,rest,css",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224917450,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","japanese,git,software development,spring boot,japanese language,web services,jquery,sql",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224917331,12.218579234972678,0.19549726775956283,5.5,0.22,mumbai,1,0,0,0,0,0,0,0,0,0
Data Engineer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","data analytics,information technology,data engineering,sql,data modeling,data services,python,analytics services",9 Days Ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224917165,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Designer,Accenture,7-9 Yrs,Not disclosed,Mumbai,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"service management,application design,unit testing,servicenow,servicenow tools administration,citrix presentation server,project management,software development",9 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224917102,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"sap,application development,sap ewm,troubleshooting,software development methodologies,c#,project management,warehouse management",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224917025,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,7-11 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 YEARS OF FU...,"sap,sap s hana,mdg,sap master data governance,sap mdg,soa,data migration,data architecture",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224917015,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Full Stack Engineer,Accenture,5-7 Yrs,Not disclosed,Mumbai,Project Role :Full Stack EngineerProject Role Description :Responsible for developing a...,"java,software development,javascript,kafka,full stack,css,c++,bootstrap",9 Days Ago,https://www.naukri.com/job-listings-full-stack-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224917012,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Full Stack Engineer,Accenture,7-11 Yrs,Not disclosed,Mumbai,Project Role :Full Stack EngineerProject Role Description :Responsible for developing a...,"sql,java,software development,kafka,full stack,css,c++,bootstrap",9 Days Ago,https://www.naukri.com/job-listings-full-stack-engineer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224916995,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-9 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sql,java,software development,kafka,full stack,css,c++,bootstrap",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224916969,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-12 Yrs,Not disclosed,Mumbai,"Project Role :Application Developer. Project Role Description :Design, build and config...","software development,javascript,react.js,angular,agile,c#,css,version control",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-101224916947,12.218579234972678,0.19549726775956283,9.5,0.38,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-11 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"rest,software development,spring boot,java,postgresql,css,oracle,web services",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224916931,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,7-11 Yrs,Not disclosed,Mumbai,"Solid grasp of database technologies such as MySQL, Oracle, and MongoDB Additional Info...","java,mongodb,software development,database creation,full stack,css,c++,hibernate",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224916928,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Full Stack Engineer,Accenture,5-9 Yrs,Not disclosed,Mumbai,Project Role :Full Stack EngineerProject Role Description :Responsible for developing a...,"java,machine learning algorithms,kafka,full stack,statistics,algorithms,c++,css",9 Days Ago,https://www.naukri.com/job-listings-full-stack-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224916880,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,2-4 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","algorithms,power bi,machine learning,application development,tableau,python,data analysis,dbms",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-101224916833,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Test Automation Engineer,Accenture,3-7 Yrs,Not disclosed,Mumbai,Project Role :Test Automation EngineerProject Role Description :Transform testing into ...,"software testing,automation testing,selenium,testing methodologies,agile,quality process,python,test case execution",9 Days Ago,https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224916784,12.218579234972678,0.19549726775956283,5.0,0.2,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-8 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : GraduateA Grad...,"abap programming,sap abap development,sapui5,sap hana,sap abap,bdc,abap dictionary,sap",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224916775,12.218579234972678,0.19549726775956283,6.5,0.26,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,2-4 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","css,java,full stack,web development,mongodb,oracle,web application,bootstrap",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-101224916751,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","software development,javascript,oracle procurement cloud,java,html,css,c++,oracle order management",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224916661,12.218579234972678,0.19549726775956283,5.5,0.22,mumbai,1,0,0,0,0,0,0,0,0,0
Technology Architect,Accenture,7-11 Yrs,Not disclosed,Mumbai,"Provide input into final decisions regarding hardware, network products, system softwar...","information technology,enterprise architecture,scrum,aws,cloud computing,togaf,microsoft azure,zachman",9 Days Ago,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224916650,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,2-4 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","it operations management,javascript,servicenow it service management,servicenow,api,rest,css,web services",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-101224916493,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Quality Engineer (Tester),Accenture,7-12 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 Years Full ...,"sap,process quality assurance,sap for utilities billing,billing,software development life cycle,uft,software testing,manual testing",9 Days Ago,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-101224916469,12.218579234972678,0.19549726775956283,9.5,0.38,mumbai,1,0,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,5-7 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 Years Full ...,"sap,unit testing,sap mm,sap inventory management,inventory management,software development,im,software testing",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224916440,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Designer,Accenture,9-12 Yrs,Not disclosed,Mumbai,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"oracle,epm,software testing,sql,database creation,hyperion financial management,essbase,performance tuning",9 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-9-to-12-years-101224916407,12.218579234972678,0.19549726775956283,10.5,0.42,mumbai,1,0,0,0,0,0,0,0,0,0
Application Designer,Accenture,7-11 Yrs,Not disclosed,Mumbai,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"sql,plsql,database creation,bigquery,oracle procedural language,oracle,software development,performance tuning",9 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224916365,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Security Architect,Accenture,7-12 Yrs,Not disclosed,Mumbai,Project Role :Security ArchitectProject Role Description :Define the cloud security fra...,"cloud security,network security,security engineering,cloud infrastructure,security framework,security assessment,security controls,cyber security",9 Days Ago,https://www.naukri.com/job-listings-security-architect-accenture-solutions-pvt-ltd-mumbai-7-to-12-years-101224916342,12.218579234972678,0.19549726775956283,9.5,0.38,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : B TECHQualific...,"data analytics,software development,application development,sql,data modeling,c#,python,oracle",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224916325,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 Years full ...,"sql,software development life cycle,java,sdlc,agile methodology,c#,python,project management",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224916310,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years Full ...,"information technology,sql scripting,sap abap development,sap hana,sap abap,sap,eclipse,application development",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224916304,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","unit testing,sql,software development,.net,troubleshooting,css,c++,web services",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224916167,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Designer,Accenture,7-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Mandatory Work...,"workday,hcm,software development methodologies,core hcm,workday core hcm,workday integration,workday functional,project management",9 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224916148,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development,software testing,microsoft azure,.net,debugging,c#,microsoft technologies,microsoft asp.net",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224916126,12.218579234972678,0.19549726775956283,5.5,0.22,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,Experience in developing and maintaining technical documentationMinimum 3 year(s) of ex...,"sap,employee central,sap success factor,successfactors,troubleshooting,project management,business analysis,application development",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224916058,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-7 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap netweaver gateway,sap fiori,sapui5,sap abap,sap hana,c#,sap,odata services",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224916036,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Designer,Accenture,2-4 Yrs,Not disclosed,Mumbai,Project Role :Application DesignerProject Role Description :Assist in defining requirem...,"service management processes,service management,javascript,servicenow it service management,itil,operations management,css,software testing",9 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-101224915993,12.218579234972678,0.19549726775956283,3.0,0.12,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,Must have skills : Java Full Stack Development. Good to have skills : NAMinimum 5 year(...,"svn,design patterns,devops,mongodb,agile methodology,oracle,web application,version control",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224915984,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-8 Yrs,Not disclosed,Mumbai,Must have skills : Java Full Stack Development. Good to have skills : NAMinimum 3 year(...,"javascript,java,full stack,web development,mongodb,css,oracle,web application",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224915927,12.218579234972678,0.19549726775956283,5.5,0.22,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development life cycle,java,full stack,mongodb,agile methodology,rest,oracle,web application",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224915920,12.218579234972678,0.19549726775956283,6.0,0.24,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,7-11 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","debugging,software engineering,software testing,spring boot,spring application framework,jsp,jdbc,hibernate",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-101224915911,12.218579234972678,0.19549726775956283,9.0,0.36,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","algorithms,power bi,machine learning,application development,tableau,python,data analysis,dbms",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224915880,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"sap fi,accounting,sap fico,machine learning algorithms,statistics,python,sap,data analysis",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224915878,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","jira,application development,spring boot,spring application framework,agile,jsp,jdbc,hibernate",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224915872,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","rest,software development,java collections,sql,spring boot,version control,unit testing,hibernate",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224915816,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,3-8 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap,sap sd,distribution,sap presales,software development life cycle,c#,asp.net mvc,data migration",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-101224915745,12.218579234972678,0.19549726775956283,5.5,0.22,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,7-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"microservices,postgresql,software engineering,rest,spring boot,css,web services,jsp",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-7-to-9-years-101224915741,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Software Development Engineer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Educational Qualification :15 years full time educationA 15 years full time education i...,"salesforce platform,salesforce lightning,salesforce cpq,javascript,salesforce,rest,visualforce,css",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224915732,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,15-17 Yrs,Not disclosed,Mumbai,"Good To Have Skills:Kong API, Service Mesh, , OpenShift, Kubernetes, Docker, CI / CD, S...","enterprise architecture framework,microservices,spring,spring batch,finance,rest,kubernetes,continuous integration",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-15-to-17-years-101224915620,12.218579234972678,0.19549726775956283,16.0,0.64,mumbai,1,0,0,0,0,0,0,0,0,0
Business Process Architect,Accenture,5-10 Yrs,Not disclosed,Mumbai,Project Role :Business Process ArchitectProject Role Description :Design business proce...,"presentation skills,retirement planning,ms office suite,scrum,requirement analysis,project management,data analysis,5 why",9 Days Ago,https://www.naukri.com/job-listings-business-process-architect-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224915577,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 Years full ...,"sap,data management,software development life cycle,device management,agile methodology,sap isu,application development,sql",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224915569,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","dynatrace,application development,software development life cycle,splunk,sdlc,c#,load runner,python",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224915527,12.218579234972678,0.19549726775956283,5.0,0.2,mumbai,1,0,0,0,0,0,0,0,0,0
Program/Project Management Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Proactively monitor, manage and report on execution of deliverables. Must have skills :...","project management,sql,plsql,stakeholder management,informatica,oracle,informatica powercenter,management skills",9 Days Ago,https://www.naukri.com/job-listings-program-project-management-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224915503,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Minimum 15 yea...,"data quality management,data migration,application development,mdg,sap master data governance,sap master data,sap,oracle",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224915502,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,3-7 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","sap pp module,sap,sap s hana,sap pp,production planning,c#,project management,sap sd",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224915477,12.218579234972678,0.19549726775956283,5.0,0.2,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","rest,sql,spring boot,design patterns,spring application framework,version control,hibernate,javascript",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224915474,12.218579234972678,0.19549726775956283,4.0,0.16,mumbai,1,0,0,0,0,0,0,0,0,0
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Must have skills : Java Full Stack Development. Good to have skills : Cloud Migration P...,"application design,java fullstack,java,full stack,troubleshooting,oracle sql server,cloud migration,apache tomcat",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224915472,12.218579234972678,0.19549726775956283,7.0,0.28,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,2-7 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","software development,spring boot,japanese,git,japanese language,rest,oracle,software testing",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-2-to-7-years-101224915459,12.218579234972678,0.19549726775956283,4.5,0.18,mumbai,1,0,0,0,0,0,0,0,0,0
