Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link,salary_clean,salary_norm,exp_clean,exp_norm,location_clean,loc_mumbai,loc_bengaluru,loc_pune,loc_hyderabad,loc_gurugram,loc_chennai,loc_kolkata,loc_coimbatore,loc_noida,loc_ahmedabad
S&C GN - T&O - Change Management Senior Manager,Accenture,12-15 Yrs,Not disclosed,"Mumbai, Gurugram, Bengaluru",YOUR EXPERIENCE:Basic Qualifications . MBA / Masters degree Experience in driving behav...,"change management,s/4 hana,sap s4 hana,sfdc,operating model,m&a,oracle,office 365",5 Days Ago,https://www.naukri.com/job-listings-s-c-gn-t-o-change-management-senior-manager-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-12-to-15-years-141224906035,12.218579234972678,0.19549726775956283,13.5,0.54,mumbai,1,0,0,0,0,0,0,0,0,0
S&CGN - Tech Strategy & Advisory -Enterprise Architecture - CP&G,Accenture,10-15 Yrs,Not disclosed,"Mumbai, Gurugram, Bengaluru","Masters or bachelors degree in business, computer science, computer engineering, electr...","tech strategy,product development,siemen teamcenter,ms dynamics,blueyonder,manufacturing,shopify,supply chain",5 Days Ago,https://www.naukri.com/job-listings-s-cgn-tech-strategy-advisory-enterprise-architecture-cp-g-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-10-to-15-years-141224906033,12.218579234972678,0.19549726775956283,12.5,0.5,mumbai,1,0,0,0,0,0,0,0,0,0
GN - SONG - Service - Genesys - Analyst,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Gurugram, Bengaluru",MBA from a tier 1 institute A minimum 2 years of experience working with Customer Servi...,"customer service operations,genesys framework,assessment,hybrid cloud,sip,gvp,gsm,genesys",5 Days Ago,https://www.naukri.com/job-listings-gn-song-service-genesys-analyst-accenture-solutions-pvt-ltd-mumbai-gurugram-bengaluru-2-to-7-years-131224921916,12.218579234972678,0.19549726775956283,4.5,0.18,mumbai,1,0,0,0,0,0,0,0,0,0
Planning Manager,Larsen & Toubro (L&T),9-14 Yrs,Not disclosed,"Noida, Bengaluru, Mumbai (All Areas)","Preparation of a Master Schedule, establishing Project Baseline, continuous Supervision...","construction planning,ms project,planning,high rise building,site planning,project monitoring,project tracking,scheduling",3 Days Ago,https://www.naukri.com/job-listings-planning-manager-larsen-toubro-l-t-noida-bengaluru-mumbai-all-areas-9-to-14-years-161224005041,12.218579234972678,0.19549726775956283,11.5,0.46,noida,0,0,0,0,0,0,0,0,1,0
GN - SONG - Service - Amazon Connect - Analyst,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad, Delhi / NCR",Bachelors degree in related field or equivalent experience Minimum 2-9 years of experie...,"bot,salesforce,api,lex,aws,amazon lex,kinesis,business intelligence",5 Days Ago,https://www.naukri.com/job-listings-gn-song-service-amazon-connect-analyst-accenture-solutions-pvt-ltd-mumbai-hyderabad-delhi-ncr-2-to-7-years-141224904107,12.218579234972678,0.19549726775956283,4.5,0.18,mumbai,1,0,0,0,0,0,0,0,0,0
GN - SONG - Service - Amazon Connect Analyst,Accenture,2-7 Yrs,Not disclosed,"Mumbai, Bengaluru, Delhi / NCR",Bachelors degree in related field or equivalent experience Minimum 2-9 years of experie...,"bot,salesforce,api,lex,aws,amazon lex,kinesis,business intelligence",5 Days Ago,https://www.naukri.com/job-listings-gn-song-service-amazon-connect-analyst-accenture-solutions-pvt-ltd-mumbai-bengaluru-delhi-ncr-2-to-7-years-141224904106,12.218579234972678,0.19549726775956283,4.5,0.18,mumbai,1,0,0,0,0,0,0,0,0,0
Senior Consultant - PLSQL/JAVA Support Engineer,Oracle,3-7 Yrs,Not disclosed,"Mumbai, Bengaluru",Banking Consulting NACA which is a part of Americas Region under FSGBU - Consulting del...,"java,software development,xml,j2ee,weblogic,core banking,oracle sql,javascript",7 Days Ago,https://www.naukri.com/job-listings-senior-consultant-plsql-java-support-engineer-oracle-india-pvt-ltd-mumbai-bengaluru-3-to-7-years-121224911631,12.218579234972678,0.19549726775956283,5.0,0.2,mumbai,1,0,0,0,0,0,0,0,0,0
S&C Global Network - Strategy - MC - Intelligent Asset Management -11,Accenture,10-12 Yrs,Not disclosed,Mumbai,Responsible for providing functional consulting in HSE / PSM areas and be able to showc...,"eam,master data management,operations management,dnv synergi,sphera,power bi,enablon,tableau",3 Days Ago,https://www.naukri.com/job-listings-s-c-global-network-strategy-mc-intelligent-asset-management-11-accenture-solutions-pvt-ltd-mumbai-10-to-12-years-161224902131,12.218579234972678,0.19549726775956283,11.0,0.44,mumbai,1,0,0,0,0,0,0,0,0,0
Sales/BD -Manager - Pune,KPMG India,14-16 Yrs,Not disclosed,Mumbai,"Bachelor s degree or higher in Information Technology, Engineering, or a related field ...","solution sales,domestic sales,adobe analytics,sfdc,gcp,focus,consulting,professional services",3 Days Ago,https://www.naukri.com/job-listings-sales-bd-manager-pune-kpmg-india-mumbai-14-to-16-years-161224503553,12.218579234972678,0.19549726775956283,15.0,0.6,mumbai,1,0,0,0,0,0,0,0,0,0
IMU- Industry X- RES- Senior Manager,Accenture,12-14 Yrs,Not disclosed,Mumbai,Proven experience in successfully leading and managing complex client engagements withi...,"management consulting,machine learning,artificial intelligence,iot,big data,project implementation,manufacturing execution system,manufacturing engineering",5 Days Ago,https://www.naukri.com/job-listings-imu-industry-x-res-senior-manager-accenture-solutions-pvt-ltd-mumbai-12-to-14-years-131224921922,12.218579234972678,0.19549726775956283,13.0,0.52,mumbai,1,0,0,0,0,0,0,0,0,0
Risk Associate,Deutsche Bank,2-3 Yrs,Not disclosed,Mumbai,The team is also proficient in combining this risk knowledge with best in class automat...,"python,market risk management,vba,product control management,trading,tableau,risk analysis,risk",7 Days Ago,https://www.naukri.com/job-listings-risk-associate-deutsche-bank-ag-mumbai-2-to-3-years-121224909592,12.218579234972678,0.19549726775956283,2.5,0.1,mumbai,1,0,0,0,0,0,0,0,0,0
GN - SONG - MT - CDP - Manager,Accenture,8-12 Yrs,Not disclosed,Mumbai,Qualifications: Master of Business Administration / Post Graduate Diploma in Management...,"campaign management,digital marketing,google api,ad serving,business development,paid media,partnerships,sales",7 Days Ago,https://www.naukri.com/job-listings-gn-song-mt-cdp-manager-accenture-solutions-pvt-ltd-mumbai-8-to-12-years-121224903792,12.218579234972678,0.19549726775956283,10.0,0.4,mumbai,1,0,0,0,0,0,0,0,0,0
GN_SAP Platform _ Products - Solution Architect_ CL6,Accenture,12-14 Yrs,Not disclosed,Mumbai,"S&C GN SAP Platform Manager, Senior ManagerFind endless opportunities to solve our clie...","sap,gap analysis,accounting,procurement,rfp,erp,supply chain,program management",7 Days Ago,https://www.naukri.com/job-listings-gn-sap-platform-products-solution-architect-cl6-accenture-solutions-pvt-ltd-mumbai-12-to-14-years-121224903776,12.218579234972678,0.19549726775956283,13.0,0.52,mumbai,1,0,0,0,0,0,0,0,0,0
System Design & Study Engineer,Hitachi Energy,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". M Tech, Power Systems and with relevant work Experience of 2-5 years . Good team play...","procurement,product management,automation,simulation,project management,single line diagram,system design,power electronics",Just Now,https://www.naukri.com/job-listings-system-design-study-engineer-hitachi-energy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-191224500726,12.218579234972678,0.19549726775956283,7.5,0.3,kolkata,0,0,0,0,0,0,1,0,0,0
Data Integration Lead,Hexaware Technologies,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","This includes the data models, storage requirements and migration of data from one syst...","computer science,data migration,data modeling,datastage,informatica,ssis,data mining,analytics",1 Day Ago,https://www.naukri.com/job-listings-data-integration-lead-hexaware-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-10-years-181224505457,12.218579234972678,0.19549726775956283,8.0,0.32,kolkata,0,0,0,0,0,0,1,0,0,0
Data Scientist within Vehicle Engineering,Volvo Financial Services,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Apply advanced statistical methods and machine learning techniques to analyze large d...,"computer science,version control,coding,construction equipment,machine learning,automotive,analytics,financial services",1 Day Ago,https://www.naukri.com/job-listings-data-scientist-within-vehicle-engineering-volvo-asset-finance-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-181224502708,12.218579234972678,0.19549726775956283,5.0,0.2,kolkata,0,0,0,0,0,0,1,0,0,0
Smart Factory & Cyber Security Manager,Schneider Electric,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Analyse Andon and SIM Escalation with 8D Methodology and 5 Why Analysis with CAPA Actio...,"supply chain,mechatronics,erp,cyber security,shop floor,management,oracle,continuous improvement",2 Days Ago,https://www.naukri.com/job-listings-smart-factory-cyber-security-manager-schneider-electric-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-8-years-171224501934,12.218579234972678,0.19549726775956283,7.0,0.28,kolkata,0,0,0,0,0,0,1,0,0,0
SWET- Software Engineer - Bangalore,Photon,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",The Skills that are Key to this role . Technical- Must Have skills Experience working o...,"automation,linux,networking,production support,information security,shell scripting,agile,plsql",15 Days Ago,https://www.naukri.com/job-listings-swet-software-engineer-bangalore-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-041224501660,12.218579234972678,0.19549726775956283,4.5,0.18,kolkata,0,0,0,0,0,0,1,0,0,0
CN - Strategy - MC - SC&O - BPM Consultant,Accenture,4-9 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",Process Mining - Data Engineering Consulting Practitioner Find endless opportunities to...,"process mining,data science,mysql,data engineering,data analyst,sql,data,sc",1 Day Ago,https://www.naukri.com/job-listings-cn-strategy-mc-sc-o-bpm-consultant-accenture-solutions-pvt-ltd-mumbai-pune-bengaluru-4-to-9-years-181224918781,12.218579234972678,0.19549726775956283,6.5,0.26,mumbai,1,0,0,0,0,0,0,0,0,0
Application Developer,Accenture,15-20 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",Must have skills : AWS ArchitectureMinimum . 15 year(s) of experience is requiredIdenti...,"software development,java,devops,software engineering,aws,python,css,c++",2 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-pune-bengaluru-15-to-20-years-171224915654,12.218579234972678,0.19549726775956283,17.5,0.7,mumbai,1,0,0,0,0,0,0,0,0,0
Technical Specialist,Citiustech,10-15 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",BE / BTech / MCA / B.CA / B.SC.(IT) . Should have experience as Data Engineer . Should...,"automation,coding,datastage,performance testing,agile,data structures,application development,ssis",30+ Days Ago,https://www.naukri.com/job-listings-technical-specialist-citiustech-mumbai-pune-bengaluru-10-to-15-years-301122502226,12.218579234972678,0.19549726775956283,12.5,0.5,mumbai,1,0,0,0,0,0,0,0,0,0
Azure + .Net || Infogain || Hybrid Work,Infogain,3-5 Yrs,Not disclosed,"Hybrid - Noida, Pune, Mumbai (All Areas)",Current and Preferred Location: . Experience : 3 to 5 years .,"azure sql,oracle,azure functions,etl,asp.net,c#,event hub,blob storage",7 Days Ago,https://www.naukri.com/job-listings-azure-net-infogain-hybrid-work-infogain-noida-pune-mumbai-all-areas-3-to-5-years-061224017493,12.218579234972678,0.19549726775956283,4.0,0.16,noida,0,0,0,0,0,0,0,0,1,0
QA Performance Automation Tester,Persistent,6-10 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",6-10 years experience in QA Performance Testing with expertise in Python and JMeter|Des...,"python,performance testing,jmeter,automation testing,quality assurance,automation,performance,software testing",13 Days Ago,https://www.naukri.com/job-listings-qa-performance-automation-tester-persistent-mumbai-pune-bengaluru-6-to-10-years-061224009960,12.218579234972678,0.19549726775956283,8.0,0.32,mumbai,1,0,0,0,0,0,0,0,0,0
Technical Lead - Fullstack .Net - Oracle CLoud Infrastructure,Citiustech,5-8 Yrs,10-19 Lacs PA,"Hybrid - Pune, Chennai, Mumbai (All Areas)","5-7 years experience in FullStack .NET with strong skills in C#, .NET Core, and Oracle ...","c#,oracle cloud infrastructure,fullstack.net,web api,oracle cloud,.net core,sql,technical",16 Days Ago,https://www.naukri.com/job-listings-technical-lead-fullstack-net-oracle-cloud-infrastructure-citiustech-pune-chennai-mumbai-all-areas-5-to-8-years-031224008549,14.5,0.232,6.5,0.26,pune,0,0,1,0,0,0,0,0,0,0
Application Specialist - Biopharma,Avantor,5-10 Yrs,Not disclosed,"Mumbai, Pune","He / She needs to bring a balance of strategic direction, daily management, and applica...","application support,customer engagement,biopharma,chromatography,customer support,engagement,application",1 Day Ago,https://www.naukri.com/job-listings-application-specialist-biopharma-avantor-performance-materials-india-private-limited-mumbai-pune-5-to-10-years-181224910455,12.218579234972678,0.19549726775956283,7.5,0.3,mumbai,1,0,0,0,0,0,0,0,0,0
Job Opportunity in Dmart For Store Manager- Operations Role,DMart,7-12 Yrs,15-18 Lacs PA,"Pune, Ahmedabad, Mumbai (All Areas)",• Day to Day Smooth Store Operations• Timely Opening of Store & Adherence to all the pr...,"manpower management,store operations,inventory management,customer handling,floor management,wastage control,management,store management",1 Day Ago,https://www.naukri.com/job-listings-opportunity-in-dmart-for-store-manager-operations-role-dmart-pune-ahmedabad-mumbai-all-areas-7-to-12-years-181224016979,16.5,0.264,9.5,0.38,pune,0,0,1,0,0,0,0,0,0,0
Sr Associate,HINDALCO INDUSTRIES LIMITED,0-5 Yrs,Not disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Diploma, Bachelor Of Engineering","quality standards,qc,compliance,quality check,external audit,inspection,inspector,windows",2 Days Ago,https://www.naukri.com/job-listings-sr-associate-hindalco-industries-limited-mumbai-nagpur-thane-nashik-pune-aurangabad-0-to-5-years-171224501779,12.218579234972678,0.19549726775956283,2.5,0.1,mumbai,1,0,0,0,0,0,0,0,0,0
Manager/ Asst Manager- Mechanical Design,Wipro PARI,9-13 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru",*Candidates from Automation / Heavy Machinery background would only be preferredThe can...,"spm,power train,gantry,material handling equipments,conveyor design,assembly line,management,conveyors",3 Days Ago,https://www.naukri.com/job-listings-manager-asst-manager-mechanical-design-wipro-pari-hyderabad-pune-bengaluru-9-to-13-years-161224011577,12.218579234972678,0.19549726775956283,11.0,0.44,hyderabad,0,0,0,1,0,0,0,0,0,0
Manager/ Asst Manager- Mechanical Design,Wipro PARI,8-13 Yrs,7-16 Lacs PA,"Hyderabad, Pune, Bengaluru",*Candidates from Automation / Heavy Machinery background would only be preferredThe can...,"spm,power train,gantry,material handling equipments,conveyor design,assembly line,design,mechanical",3 Days Ago,https://www.naukri.com/job-listings-manager-asst-manager-mechanical-design-wipro-pari-hyderabad-pune-bengaluru-8-to-13-years-161224010445,11.5,0.184,10.5,0.42,hyderabad,0,0,0,1,0,0,0,0,0,0
Teradata Developer,Cognizant,6-9 Yrs,Not disclosed,"Hyderabad, Pune, Bangalore Rural","Develop stored procedures, functions, triggers, and scripts to support application func...","teradata,teradata sql,teradata developer,development,sql",3 Days Ago,https://www.naukri.com/job-listings-teradata-developer-cognizant-hyderabad-pune-bangalore-rural-6-to-9-years-161224001623,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Mainframe Modernization Architect,Wipro,3-5 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru","Location- Noida, Pune, Hyderabad, Bangalore, Chennai , Coimbatore.Key Responsibilities:...","sql,cast,cloud concepts,vsam,ibm addi,cloud frame,changeman,cobol",6 Days Ago,https://www.naukri.com/job-listings-mainframe-modernization-architect-wipro-limited-hyderabad-pune-bengaluru-3-to-5-years-131224903596,12.218579234972678,0.19549726775956283,4.0,0.16,hyderabad,0,0,0,1,0,0,0,0,0,0
Customer Support Trainee,ABS India,1-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Qualification: BE/ Diploma In Electronics and CommunicationsPreferred Age Group 21 to 2...,"customer support trainee,training,customer support",30+ Days Ago,https://www.naukri.com/job-listings-customer-support-trainee-abs-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-1-to-5-years-100816500176,12.218579234972678,0.19549726775956283,3.0,0.12,kolkata,0,0,0,0,0,0,1,0,0,0
Customer Support Engineer,ABS India,3-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Qualification: BE/ Diploma In Electronics and Communications Or BSc in physics and Elec...,"customer support,customer support",30+ Days Ago,https://www.naukri.com/job-listings-customer-support-engineer-abs-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-4-years-100816500175,12.218579234972678,0.19549726775956283,3.5,0.14,kolkata,0,0,0,0,0,0,1,0,0,0
Site Reliability Engineer - OpenShift,Red Hat,2-6 Yrs,Not disclosed,"Pune, Bengaluru",Bachelor's degree in computer science or related field; 2+ years cloud experience; 1+ y...,"site reliability engineering,linux,openshift,tcp/ip networking,gce,microsoft azure,http,rhel",2 Days Ago,https://www.naukri.com/job-listings-site-reliability-engineer-openshift-red-hat-india-pvt-ltd-pune-bengaluru-2-to-6-years-161224915449,12.218579234972678,0.19549726775956283,4.0,0.16,pune,0,0,1,0,0,0,0,0,0,0
Scrum Master (Immediate Joiner),Capgemini,4-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",Experience: 4 to 9 years . Employment type: Full time (NOTE: Banking (BFSI) Background...,"agile,scrum,investment banking,waterfall,bfsi,user stories,banking,banking sector",3 Days Ago,https://www.naukri.com/job-listings-scrum-master-immediate-joiner-capgemini-pune-chennai-bengaluru-4-to-9-years-161224008482,12.218579234972678,0.19549726775956283,6.5,0.26,pune,0,0,1,0,0,0,0,0,0,0
DevOps Engineer,Persistent,5-10 Yrs,Not disclosed,"Pune, Bengaluru",About Position:We are looking for DevOps Engineers to design high-end applications for ...,"devops,dba,mysql,cicd pipeline,database administration,cd,pipeline",2 Days Ago,https://www.naukri.com/job-listings-devops-engineer-persistent-pune-bengaluru-5-to-10-years-151124011284,12.218579234972678,0.19549726775956283,7.5,0.3,pune,0,0,1,0,0,0,0,0,0,0
"Senior Engineer / Technical Lead (C Linux, Yocto)",Einfochips,5-10 Yrs,Not disclosed,"Pune, Ahmedabad, Bengaluru",Should have good analytical skill to root cause the problem and debug the same Product ...,"embedded c,yocto,embedded linux,buildroot,embedded systems,linux,c,senior",6 Days Ago,https://www.naukri.com/job-listings-senior-engineer-technical-lead-c-linux-yocto-einfochips-pune-ahmedabad-bengaluru-5-to-10-years-131224017540,12.218579234972678,0.19549726775956283,7.5,0.3,pune,0,0,1,0,0,0,0,0,0,0
Software Developer,Andritz Technologies pvt limted,6-11 Yrs,Not disclosed,"Pune, Bengaluru","Bachelor or Masters degree in Computer Science, Information Technology or other Enginee...","c++,stl,algorithms,multithreading,sql server,gui framework,software,framework",6 Days Ago,https://www.naukri.com/job-listings-software-developer-andritz-technologies-pvt-limted-pune-bengaluru-6-to-11-years-131224014019,12.218579234972678,0.19549726775956283,8.5,0.34,pune,0,0,1,0,0,0,0,0,0,0
Java Selenium API-testing Professional,Wipro,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Chennai",Able to debug and give the solution for the given practical problem. Ability to own and...,"java,jenkins,maven,specflow,github,testng,serenity,selenium",6 Days Ago,https://www.naukri.com/job-listings-java-selenium-api-testing-professional-wipro-limited-hyderabad-pune-chennai-5-to-10-years-121224920076,12.218579234972678,0.19549726775956283,7.5,0.3,hyderabad,0,0,0,1,0,0,0,0,0,0
Senior Software Engineer,Wipro,7-9 Yrs,Not disclosed,"Pune, Chennai, Bengaluru","Good to have OCJP, AWS certification, Not mandatory Individual must possess strong comm...","java,hibernate,weblogic,oracle database,java technologies development,linux commands,spring boot,spring",7 Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-wipro-limited-pune-chennai-bengaluru-7-to-9-years-121224915889,12.218579234972678,0.19549726775956283,8.0,0.32,pune,0,0,1,0,0,0,0,0,0,0
SC&O - S&P - Business Solutions Integration - Associate Manager,Accenture,5-10 Yrs,Not disclosed,Pune,Develop ETLs for various objects (transactional and master data) as part of . data migr...,"presentation skills,sql,system integration,api,etl,vendor management,project management,operations management",2 Days Ago,https://www.naukri.com/job-listings-sc-o-s-p-business-solutions-integration-associate-manager-accenture-solutions-pvt-ltd-pune-5-to-10-years-161224915799,12.218579234972678,0.19549726775956283,7.5,0.3,pune,0,0,1,0,0,0,0,0,0,0
