Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Application Developer,Accenture,3-7 Yrs,Not disclosed,Mumbai,Must have skills : Microsoft Azure PaaS. Good to have skills : NAMinimum 3 year(s) of e...,"microsoft azure iaas, azure paas, azure logic apps, pipeline, azure active directory, c#, ood, microsoft dynamics",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224923938
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Must have mini...,"trello, software development life cycle, agile, sdlc, jira, c#, asp.net mvc, project management",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224923836
Application Lead,Accenture,7-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Minimum 15 yea...,"trello, kanban, jira, team management, agile, regression testing, android, manual testing",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-7-to-10-years-101224923807
Application Developer,Accenture,3-7 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","javascript, java, full stack, web development, mongodb, css, oracle, web application",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224923804
Application Lead,Accenture,10-14 Yrs,Not disclosed,Mumbai,Must have skills : Microsoft Azure Data Services. Good to have skills : Microsoft Azure...,"dbms, sql azure, data services, microsoft azure, azure cosmosdb, data warehousing, data architecture, data migration",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-10-to-14-years-101224923696
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","microsoft - robotic process automation, automation anywhere, waterfall, software engineering, uipath, c#, python, rpa",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224923682
Application Developer,Accenture,5-8 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","data services, software development, software testing, microsoft azure, debugging, c#, python, oracle",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224923678
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sql, plsql, agile methodology, python, database creation, continuous integration, glue, openshift",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224923647
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","net fullstack, css, software testing, debugging, software engineering, c#, oracle, bootstrap",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224923576
Application Designer,Accenture,3-5 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : Minimum 15 yea...,"design patterns, mongodb, software development, spring boot, database creation, web services, application design, dbms",9 Days Ago,https://www.naukri.com/job-listings-application-designer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224923526
Application Developer,Accenture,5-7 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","net fullstack, css, software development life cycle, software engineering, agile, oracle, javascript, sql server",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224923429
Software Development Engineer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","sap, system architecture, troubleshooting, sap basis administration, sap hana, software development, oracle, dbms",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224923308
Software Development Engineer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Software Development EngineerProject Role Description :Analyze, design, c...","sap, system architecture, troubleshooting, sap basis administration, sap hana, software development, oracle, dbms",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224923308
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","javascript, software development life cycle, java, visual basic, agile methodology, c#, css, oracle",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224923305
Application Lead,Accenture,5-10 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years of fu...,"microsoft power bi, sql, database design, database design and development, microsoft azure devops, c++, python, oracle",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224923146
Application Lead,Accenture,5-6 Yrs,Not disclosed,Mumbai,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","python, data analysis, pyspark, database creation, big data, c#, oracle, microsoft azure",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-6-years-101224923132
Application Developer,Accenture,15-18 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","alteryx, data visualization, machine learning algorithms, statistics, data munging, algorithms, python, power bi",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-15-to-18-years-101224923112
Application Developer,Accenture,15-17 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","google, cloud platform, docker, cloud storage, platform architecture, kubernetes, python, oracle",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-15-to-17-years-101224923100
Application Developer,Accenture,15-17 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","css, sql, python, software development, flask, web services, dbms, bootstrap",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-15-to-17-years-101224923045
Application Developer,Accenture,12-14 Yrs,Not disclosed,Mumbai,Minimum 12 year(s) of experience is required. Educational Qualification : GraduateSolid...,"java development, java, design patterns, database creation, software engineering, rest, oracle, confluence",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-12-to-14-years-101224923040
Application Developer,Accenture,5-10 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","qlik sense development, qlikview, software development life cycle, data modeling, data visualization, python, power bi, sql",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-10-years-101224923016
Technology Architect,Accenture,15-18 Yrs,Not disclosed,Mumbai,"Provide input into final decisions regarding hardware, network products, system softwar...","project management, system software, technology architecture, project / program management, technical architecture, c#, oracle, microsoft azure",9 Days Ago,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-mumbai-15-to-18-years-101224922986
Application Developer,Accenture,5-8 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years of fu...,"c#, software development, microsoft azure, angular, .net, oracle, microsoft asp.net, sql server",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224922974
Software Development Engineer,Accenture,3-7 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"svn, software design and development, software development life cycle, solution integration, agile methodology, python, software development, software testing",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-7-years-101224922958
Application Developer,Accenture,5-8 Yrs,Not disclosed,Mumbai,Minimum 5 year(s) of experience is required. Educational Qualification : Should have co...,"tcp, qlik sense development, ip, qlikview, websocket, udp, python, css",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224922948
Application Lead,Accenture,5-9 Yrs,Not disclosed,Mumbai,Experience with DevOps tools and methodologiesMinimum 5 year(s) of experience is requir...,"data services, microsoft azure, gcp, devops, aws, sap bi, oracle, sap bods",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-9-years-101224922745
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role :Application DeveloperProject Role Description :Design, build and configur...","sap, information technology, sap integration, pi, api, rest, erp, web services",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224922581
Technology Educator,Accenture,3-5 Yrs,Not disclosed,Mumbai,Contribute to course content development and creation of questions for certification an...,"project management, microsoft azure, hibernate, java standard edition, java, teaching, professional development, microservices",9 Days Ago,https://www.naukri.com/job-listings-technology-educator-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224922543
Application Lead,Accenture,5-7 Yrs,Not disclosed,Mumbai,"Project Role Description : Lead the effort to design, build and configure applications,...","microsoft azure, docker, devops, software development methodologies, aws, c#, kubernetes, asp.net mvc",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-mumbai-5-to-7-years-101224922505
Quality Engineer (Tester),Accenture,3-5 Yrs,Not disclosed,Mumbai,Project Role :Quality Engineer (Tester)Project Role Description :Enables full stack sol...,"software testing, software development life cycle, unified functional testing, testing methodologies, agile methodology, uft, test case execution, test cases",9 Days Ago,https://www.naukri.com/job-listings-quality-engineer-tester-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224922487
Software Development Engineer,Accenture,3-6 Yrs,Not disclosed,Mumbai,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"c++, sql, software development life cycle, service delivery, agile methodology, python, software development, java",9 Days Ago,https://www.naukri.com/job-listings-software-development-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-6-years-101224922483
Application Developer,Accenture,3-5 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","sap bobj, information technology, sap bw, data modeling, hana data modeling, sap, oracle, sap bods",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-101224922470
Application Developer,Accenture,5-8 Yrs,Not disclosed,Mumbai,"Project Role Description : Design, build and configure applications to meet business pr...","business requirement analysis, software development life cycle, java, salesforce integration, agile, c#, python, project management",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-101224922429
