Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
Information Security Project Manager,Deutsche Bank,8-10 Yrs,Not disclosed,Mumbai,"Develop expert knowledge of the Banks InfoSec Policies and controls, specifically aroun...","Information Security, Unix, Privileged Access Management, Azure, Cyber Security, Cloud, IT Project Management, IT Security",7 Days Ago,https://www.naukri.com/job-listings-information-security-project-manager-deutsche-bank-ag-mumbai-8-to-10-years-121224911421
Information Security Senior Specialist - Risk Assessment Team,Deutsche Bank,4-8 Yrs,Not disclosed,Mumbai,"Work with governance, risk, and compliance (GRC) tools such as ServiceNow, should be fa...","Information Security, risk assessments, security operations, risk assessment, python, crisc, data analytics, information technology",7 Days Ago,https://www.naukri.com/job-listings-information-security-senior-specialist-risk-assessment-team-deutsche-bank-ag-mumbai-4-to-8-years-121224909483
"AFC & Compliance Analyst, NCT",Deutsche Bank,3-5 Yrs,Not disclosed,Mumbai,"Your skills and experience . Education and Experience: . University degree, preferably ...","Compliance management, marketing, compliance, auditing, business accounting, finance, Compliance Analysis, Management",7 Days Ago,https://www.naukri.com/job-listings-afc-compliance-analyst-nct-deutsche-bank-ag-mumbai-3-to-5-years-121224909460
NFRM Governance & Reporting - NCT,Deutsche Bank,2-5 Yrs,Not disclosed,Mumbai,Your skills and experience . A suitable candidate should be proficient in the following...,"Regulatory Management, risk management, project management, python, credit risk, economic capital, regulatory reporting, Reporting",7 Days Ago,https://www.naukri.com/job-listings-nfrm-governance-reporting-nct-deutsche-bank-ag-mumbai-2-to-5-years-121224909439
Securities Lending Operator,Deutsche Bank,3-5 Yrs,Not disclosed,Mumbai,Your skills and experience .,"Collateral Managements, financial analysis, trade processing, investment banking, mutual funds, accounting, wealth management, Management",7 Days Ago,https://www.naukri.com/job-listings-securities-lending-operator-deutsche-bank-ag-mumbai-3-to-5-years-121224908601
Transaction Management Analyst,Deutsche Bank,3-6 Yrs,Not disclosed,Mumbai,"Assisting as required with internal strategic and regulatory driven projects, in additi...","Transaction Management Analysis, financial analysis, operations management, customer service, transaction management, Operations, Management, Finance",7 Days Ago,https://www.naukri.com/job-listings-transaction-management-analyst-deutsche-bank-ag-mumbai-3-to-6-years-121224908597
Working Capital Analyst,Deutsche Bank,3-6 Yrs,Not disclosed,Mumbai,"Bachelors / Masters degree in Finance, Engineering and Economics / Applied Economics, K...","Working Capital Analysis, Product Management, MS Access, VBA Macro, Product Analytics, Tableau, Risk Management, SQL",7 Days Ago,https://www.naukri.com/job-listings-working-capital-analyst-deutsche-bank-ag-mumbai-3-to-6-years-121224908594
Divisional Risk and Control Specialist-VP,Deutsche Bank,10-20 Yrs,Not disclosed,Mumbai,"Proficient in Excel, PowerPoint, and Word . Your skills and experience Extensive experi...","Risk Control, Audit, quality assurance, Controls Testing, control design, Risk, Quality, Assurance",7 Days Ago,https://www.naukri.com/job-listings-divisional-risk-and-control-specialist-vp-deutsche-bank-ag-mumbai-10-to-20-years-121224908591
Senior Principal Consultant - PLSQL /Java,Oracle,6-10 Yrs,Not disclosed,Mumbai,"7-11 years experience in Full Stack Development with strong knowledge in Oracle SQL, PL...","docker, waterfall, j2ee, agile model, sdlc, kubernetes, web services, bip",7 Days Ago,https://www.naukri.com/job-listings-senior-principal-consultant-plsql-java-oracle-india-pvt-ltd-mumbai-6-to-10-years-121224906478
Senior Oracle DBA,Oracle,6-10 Yrs,Not disclosed,Mumbai,"About The Role : As a member of the Support organization, your focus is to deliver pos...","exadata, performance tuning, oracle rac, golden gate, oracle database, statspack, recovery, imp",7 Days Ago,https://www.naukri.com/job-listings-senior-oracle-dba-oracle-india-pvt-ltd-mumbai-6-to-10-years-121224906477
Senior Oracle Database Administrator,Oracle,6-10 Yrs,Not disclosed,Mumbai,You should be highly experienced in some Oracle products and several platforms that are...,"oracle, database administration, oracle database, oracle dba, troubleshooting, impdp, performance tuning, oracle rac",7 Days Ago,https://www.naukri.com/job-listings-senior-oracle-database-administrator-oracle-india-pvt-ltd-mumbai-6-to-10-years-121224906457
Working Capital Analyst,Deutsche Bank,3-6 Yrs,Not disclosed,Mumbai,"Bachelors / Masters degree in Finance, Engineering and Economics / Applied Economics, K...","Trade Finance, Product Management, Working Capital analyst, Excel, Portfolio Management, MS Access, VBA, Risk Management",7 Days Ago,https://www.naukri.com/job-listings-working-capital-analyst-deutsche-bank-ag-mumbai-3-to-6-years-121224904697
"Operations Expert, AS",Deutsche Bank,3-7 Yrs,Not disclosed,Mumbai,Role DescriptionThe role would be ofensuring adherence of DB Service Standards w.r.t. t...,"Operations, transaction processing, Customer Service, Forex, Excel, Team handling, Processing, Handling",7 Days Ago,https://www.naukri.com/job-listings-operations-expert-as-deutsche-bank-ag-mumbai-3-to-7-years-121224904695
"Production Management Operations, Analyst",Deutsche Bank,3-5 Yrs,Not disclosed,Mumbai,Role DescriptionThe Service Operations Specialist acts as a hands-on technician executi...,"Production Management, Java, Linux, Solaris, Disaster Recovery, shell scripting, J2EE, ITIL",7 Days Ago,https://www.naukri.com/job-listings-production-management-operations-analyst-deutsche-bank-ag-mumbai-3-to-5-years-121224904693
Business Architect,Accenture,12-17 Yrs,Not disclosed,Mumbai,Project Role :Business ArchitectProject Role Description :Define opportunities to creat...,"pega prpc, project management, product management, business process management, agile, togaf, program management, enterprise architecture",7 Days Ago,https://www.naukri.com/job-listings-business-architect-accenture-solutions-pvt-ltd-mumbai-12-to-17-years-121224903774
Project Engineer - ICSS,Synergy Resource Solutions,3-5 Yrs,Not disclosed,"Mumbai, Navi Mumbai","Experience:- 3 to 5+ years of experience in Process AutomationLocation:- Mahape, Navi M...","Drilling, Process automation, Automation, LNG, Aerospace, Maritime, Control system, Process control",7 Days Ago,https://www.naukri.com/job-listings-project-engineer-icss-synergy-resource-solutions-mumbai-navi-mumbai-3-to-5-years-121224507060
Sr. D&T Analyst - Cloud Governance,General Mills,3-10 Yrs,Not disclosed,Mumbai,"Shift Timing Hands on experience in Billing and Financial workflows, including PO Gener...","Procurement, Supply chain, Automation, Data analysis, SAP, Financial reporting, Billing, Budgeting",7 Days Ago,https://www.naukri.com/job-listings-sr-d-t-analyst-cloud-governance-general-mills-inc-mumbai-3-to-10-years-121224505273
Analyst - SAP-PC-MM,KPMG India,1-2 Yrs,Not disclosed,Mumbai,Experience in designing and optimizing end-to-end SAP Professional Services processesWo...,"Change management, Data migration, SAP, Analytical, Consulting, Billing, Agile, Information technology",7 Days Ago,https://www.naukri.com/job-listings-analyst-sap-pc-mm-kpmg-india-mumbai-1-to-2-years-121224503060
Software Tester,IIFL Finance,3-8 Yrs,Not disclosed,Mumbai,We are looking for professional experienced testers with advance capital market knowle...,"Manual Testing, Mobile Testing, Web Testing, Manual, Software, Web technologies, Software testing",7 Days Ago,https://www.naukri.com/job-listings-software-tester-iifl-finance-mumbai-3-to-8-years-121224008265
Commissioning Electrical Engineer - Reliance Industries Ltd,Reliance Industries (RIL),4-9 Yrs,Not disclosed,Navi Mumbai,Perform commissioning tests and inspections to ensure that the solar power system is fu...,"Electrical Testing, Pre-commissioning, Commissioning, SCADA, Electrical engineering, Software testing, Electricals, Compensation",3 Days Ago,https://www.naukri.com/job-listings-commissioning-electrical-engineer-reliance-industries-ltd-reliance-industries-ril-navi-mumbai-4-to-9-years-121124012456
Application Tech Support Practitioner,Accenture,0-2 Yrs,Not disclosed,Mumbai,Minimum 0-2 year(s) of experience is required. Educational Qualification : Diploma Grad...,"vendor management, it asset management, it asset, end user, data center, screening, asset management, software asset management",9 Days Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-101224919074
3DEXPERIENCE Simulia Expert,Indian Register of Shipping,3-4 Yrs,Not disclosed,Mumbai(Powai),"Preferred candidate profile . Bachelors or masters degree in mechanical engineering, Ma...","SIMULIA, 3Dexperience, Integration, FEA, HYPERMESH",2 Days Ago,https://www.naukri.com/job-listings-3dexperience-simulia-expert-indian-register-of-shipping-mumbai-3-to-4-years-090724011870
3DEXPERIENCE EKL Developer,Indian Register of Shipping,3-4 Yrs,Not disclosed,Mumbai(Powai),Preferred candidate profile . Development experience in C# .NET or CAA / C++ is mustExp...,"EKL, 3DEXPERIENCE, CATIA, C#, Caa, C++, Unit Testing, CATVBA",2 Days Ago,https://www.naukri.com/job-listings-3dexperience-ekl-developer-indian-register-of-shipping-mumbai-3-to-4-years-090724010353
Application Tech Support Practitioner,Accenture,0-2 Yrs,Not disclosed,Mumbai,Diploma/BE in computer technology with 0-2 years experience in Microsoft Windows Deskto...,"customer service operations, system administration, technical support, desktop management, microsoft windows, antivirus management, server management, networking",12 Days Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-mumbai-0-to-2-years-061224920504
Presentation Specialist Trainee (Graduate Fresher's),Integreon,0 Yrs,Not disclosed,"Mumbai, Mumbai (All Areas)",Any graduate with 0-1 year experience in MS Office; knowledge of presentation and graph...,"Powerpoint, Presentation Skills, MS Office Powerpoint, Excel Powerpoint, MS Office Tools, Power Point Presentation, MS Office, Tools",13 Days Ago,https://www.naukri.com/job-listings-presentation-specialist-trainee-graduate-fresher-s-integreon-mumbai-mumbai-all-areas-0-to-0-years-061224015996
Project Engineer,Jacobs,8-12 Yrs,Not disclosed,Hybrid - Navi Mumbai,. Graduate engineers with 8 to 10 years experience in project management activitiesPerf...,"Industrial Projects, Design Engineering, Speciality Chemicals, Semiconductor Manufacturing, Engineering, Chemical, Project engineering, Design",3 Days Ago,https://www.naukri.com/job-listings-project-engineer-jacobs-navi-mumbai-8-to-12-years-061224003896
PL/SQL Developer,Synechron,0-6 Yrs,Not disclosed,Mumbai,Software Requirements: Strong understanding of investment banking processes and r...,"Unix, Linux, Market risk, PLSQL, Capital market, Investment banking, Risk management, SyBase",14 Days Ago,https://www.naukri.com/job-listings-pl-sql-developer-synechron-mumbai-0-to-6-years-051224501532
Admission Counsellor,upGrad,0-1 Yrs,1.5-3 Lacs PA,Mumbai(Naka +2),JOB SCOPE ( Interested Applicants call - 8130564540 Saloni ) The ideal candidate for t...,"Sales, Career Counselling, Counselling, Calling, Enrollment, Admissions, Admission counselling, Career development",15 Days Ago,https://www.naukri.com/job-listings-admission-counsellor-upgrad-mumbai-0-to-1-years-041224018262
Pricing Manager,Dainik Bhaskar Group,5-7 Yrs,12-15 Lacs PA,Mumbai,"Experience: . 3-5 years experience in pricing, revenue management, Sales Planning or a ...","Pricing Strategy Development, Price List Management, Data Analysis and Reporting, Collaboration with Teams, Market Analysis, Analysis, Data, Team",6 Days Ago,https://www.naukri.com/job-listings-pricing-manager-dainik-bhaskar-group-mumbai-5-to-7-years-031224008420
Vip Support Engineer,Jio,3-8 Yrs,Not disclosed,Mumbai Suburban,BE/Diploma in Engineering or B Sc-IT with 2-4 years of experience in service desk leade...,"Mac support, Vip Support, Desktop Support, Imac, Hardware Support, IT Support, System Support, Hardware",3 Days Ago,https://www.naukri.com/job-listings-vip-support-engineer-jio-mumbai-suburban-3-to-8-years-011024022214
Senior Associate_ Renewable energy _Utility transformation _Advisory,Pricewaterhouse Coopers Private Limited,9-14 Yrs,Not disclosed,Mumbai,Use a broad range of tools and techniques to extract insights from current industry or ...,"Business administration, Due diligence, Managed services, Renewable energy, Client relationship management, Project management, Analytical, Consulting",6 Days Ago,https://www.naukri.com/job-listings-senior-associate-renewable-energy-utility-transformation-advisory-pricewaterhouse-coopers-private-limited-mumbai-9-to-14-years-131224504634
Senior Manager_Renewable Energy_Utility Transformation,Pricewaterhouse Coopers Private Limited,9-14 Yrs,Not disclosed,Mumbai,Use a broad range of tools and techniques to extract insights from current industry or ...,"Due diligence, Managed services, Renewable energy, Client relationship management, Project management, Consulting, Business strategy, Bid management",6 Days Ago,https://www.naukri.com/job-listings-senior-manager-renewable-energy-utility-transformation-pricewaterhouse-coopers-private-limited-mumbai-9-to-14-years-131224504632
Senior Associate_Renewable Energy_Utility Transformation,Pricewaterhouse Coopers Private Limited,3-8 Yrs,Not disclosed,Mumbai,. Education qualification . B.tech + MBA Degrees / Field of Study required Master of Bu...,"Business administration, Due diligence, Managed services, Renewable energy, Analytical, Consulting, Feasibility analysis, Business strategy",6 Days Ago,https://www.naukri.com/job-listings-senior-associate-renewable-energy-utility-transformation-pricewaterhouse-coopers-private-limited-mumbai-3-to-8-years-131224504631
Senior Associate _ ITGC _Compliance_Advisory,Pricewaterhouse Coopers Private Limited,2-8 Yrs,Not disclosed,Mumbai,"ITGC Reviews, IT Internal Audits, Controls Testing, Compliance Reviews, ISO 27001 ...","Manager Internal Audit, Financial statements, Data analysis, Financial reporting, Cisa, Risk assessment, Risk management, financial auditing",6 Days Ago,https://www.naukri.com/job-listings-senior-associate-itgc-compliance-advisory-pricewaterhouse-coopers-private-limited-mumbai-2-to-8-years-131224504065
Civil Design Engineer,Sterling And Wilson Renewable Energy,10-12 Yrs,9-18 Lacs PA,Mumbai(Chembur),Graduate or PG in Civil/Structural Engineering with experience in solar PV plant design...,"Pile Foundation, Staad Pro, Solar Energy, RCC, Structural Design, Renewable Energy, Steel Structures, Energy",7 Days Ago,https://www.naukri.com/job-listings-civil-design-engineer-sterling-and-wilson-renewable-energy-mumbai-10-to-12-years-071124007484
Fullstack Developer,Atsatra Infosystems,4-9 Yrs,Not disclosed,"Hybrid - Bhubaneswar, Kolkata, Hyderabad, Mysuru, Bengaluru",Acceptable Skill Combinations UI5 + Node (BTP exposure) – CAPM training available React...,"Ui5, CAPM, Node, React.Js, BTP, UI, Full Stack, Development",1 Day Ago,https://www.naukri.com/job-listings-fullstack-developer-atsatra-infosystems-bhubaneswar-kolkata-hyderabad-mysuru-bengaluru-4-to-9-years-181224007637
Physical Design Engineer,Einfochips,3-5 Yrs,10-15 Lacs PA,"Noida, Bangalore Rural, Ahmedabad",Working experience of Physical Design ImplementationWorking experience of Physical Veri...,"PNR, Physical Design, STA, Floor Planning, Timing Analysis, Timing Closure, Flooring, Timing",13 Days Ago,https://www.naukri.com/job-listings-physical-design-engineer-einfochips-noida-bangalore-rural-ahmedabad-3-to-5-years-160424009556
Design Verification Engineer,Quest Global,5-10 Yrs,Not disclosed,"Hyderabad, Ahmedabad, Bengaluru",Greetings from Quest GlobalPlease find the details and kindly send me your Profile .Qu...,"Design Verification, System Verilog, UVM, Assertions, Ip Verification, Verification, Verilog, IP",15 Days Ago,https://www.naukri.com/job-listings-design-verification-engineer-quest-global-hyderabad-ahmedabad-bengaluru-5-to-10-years-041224003198
R&R FS-Angular JS- Associate,Pricewaterhouse Coopers Private Limited,0-4 Yrs,Not disclosed,"Hyderabad, Bengaluru",". As an Associate, you ll work as part of a team of problem solvers with extensive cons...","Automation, Data analysis, Assurance, Architecture, Data management, Consulting, Data collection, Application development",1 Day Ago,https://www.naukri.com/job-listings-r-r-fs-angular-js-associate-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-0-to-4-years-181224505435
Delphi Developer,CGI Information Systems And Management Consultants,3-8 Yrs,8-14 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru",Employment Type: Full TimeExperience with .NET (Core) and Web APIs and MicroservicesMan...,"Net Development, Oops Programming, Delphi, SDLC, SQL Development, .Net, Development, OOPS",5 Days Ago,https://www.naukri.com/job-listings-delphi-developer-cgi-information-systems-and-management-consultants-hyderabad-chennai-bengaluru-3-to-8-years-141224004242
Frontend Developer (React JS),Kotak Mahindra Bank,4-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Bengaluru",Candidates with Tier 1 and Tier 2 product based organizations may DM me at anurodh.goud...,"React.Js, Front End, Frontend Development, Javascript, End, Development, Front",7 Days Ago,https://www.naukri.com/job-listings-frontend-developer-react-js-kotak-mahindra-bank-hyderabad-bengaluru-4-to-6-years-121224005432
GN - SONG - Service - ServiceNow - Manager,Accenture,8-12 Yrs,Not disclosed,"Gurugram, Bengaluru, Delhi / NCR",The Strategy & Consulting Global Network Song Practice | Experience ServiceNowJoin our ...,"program management, presentation skills, crm analytics, servicenow, digital transformation, project management, data analytics, team management",7 Days Ago,https://www.naukri.com/job-listings-gn-song-service-servicenow-manager-accenture-solutions-pvt-ltd-gurugram-bengaluru-delhi-ncr-8-to-12-years-111224921977
Guidewire Developer,HCLTech,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru",Note: Required Guidewire + Development + Policy Center. . Primary & Mandatory Skill: . ...,"Policy Center, Guidewire, Guidewire Policy Center, Guidewire Development, Development, Center",7 Days Ago,https://www.naukri.com/job-listings-guidewire-developer-hcltech-hyderabad-chennai-bengaluru-3-to-8-years-051224009024
Sap Fico Consultant,PwC India,5-10 Yrs,Not disclosed,"Hyderabad, Bengaluru",Role SAP FICO ConsultantLocation Bangalore/Hyderabad Experience – 5 to 11 yearsNotice P...,"SAP FICO, E2E implementation, S4HANA, SAP, SAP S Hana, Saps, E2e, Consulting",15 Days Ago,https://www.naukri.com/job-listings-sap-fico-consultant-pwc-india-hyderabad-bengaluru-5-to-10-years-041224000138
Strategist - Inside Sales,Persistent,3-7 Yrs,Not disclosed,Bengaluru,About Position: Only Male Candidates are preferred who can work from office and ready t...,"Inside Sales, Salesforce.com, Salesforce CRM, Sales, Salesforce, Strategist, CRM",2 Days Ago,https://www.naukri.com/job-listings-strategist-inside-sales-persistent-bengaluru-3-to-7-years-271124013814
Health & Safety Coordinator,Securitas,7-10 Yrs,Not disclosed,Bengaluru,"Education & Competencies: . Bachelors degree preferably in Health and Safety, Environme...","Health and Safety, EHS, HSE, Safety, Health",13 Days Ago,https://www.naukri.com/job-listings-health-safety-coordinator-securitas-bengaluru-7-to-10-years-260924009776
Jr Executive Merchandiser (0-3 years) @ Bengaluru,Shahi,0-3 Yrs,Not disclosed,Bangalore/Bengaluru(Arekere +1),To assist the merchant to generate required MIS reports and provide the same to the con...,"Product Development, knits, Production, Sampling, Fabric, Merchandising, Development",24 Days Ago,https://www.naukri.com/job-listings-jr-executive-merchandiser-0-3-years-bengaluru-shahi-exports-pvt-ltd-bangalore-bengaluru-0-to-3-years-251024000082
Azure Architect - Bangalore,Genpact,10-20 Yrs,Not disclosed,Bengaluru,"The ideal candidate will also have proven experience in data analysis and management, w...","Azure Certified, azure, Azure Cloud, Iaas, azure architect, Azure Iaas, SQL Azure, Cloud",13 Days Ago,https://www.naukri.com/job-listings-azure-architect-bangalore-genpact-bengaluru-10-to-20-years-240724005453
ATCi - IX - Application Developer - Associate,Accenture,0-2 Yrs,Not disclosed,Bengaluru,"Therefore, a commitment to collaborative problem solving, sophisticated design, and qua...","catia, vb script, product quality, visual basic, api, rest, Diversity awareness, css",26 Days Ago,https://www.naukri.com/job-listings-atci-ix-application-developer-associate-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900533
Industry X - Technical Publication - Automotive - Parts Catalogue - 12,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Graduate - ITI or BE /B Tech in Mechanical stream 0-2 years of experience in Automotive...,"technical writing, arbortext epic editor, ecn, technical publication, technical documentation, cmm, project management, sap",26 Days Ago,https://www.naukri.com/job-listings-industry-x-technical-publication-automotive-parts-catalogue-12-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900471
Industry X - Technical Publication - WDM - 12,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Creation of required mockup for the illustrations that have to be revised or newly crea...,"repair, airworthiness, impact analysis, engineering design, aircraft maintenance, maintenance engineering, maintenance planning, avionics",26 Days Ago,https://www.naukri.com/job-listings-industry-x-technical-publication-wdm-12-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900469
Industry X - Technical Publication - Automotive - Parts Catalogue - 12,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Graduate - ITI or BE /B Tech in Mechanical stream 0-2 years of experience in Automotive...,"technical writing, arbortext epic editor, ecn, technical publication, technical documentation, cmm, project management, sap",26 Days Ago,https://www.naukri.com/job-listings-industry-x-technical-publication-automotive-parts-catalogue-12-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900468
ATCi - IX - Application Developer - Associate,Accenture,0-2 Yrs,Not disclosed,Bengaluru,"Therefore, a commitment to collaborative problem solving, sophisticated design, and qua...","c#, catia, vb script, product quality, visual basic, rest, css, c++",26 Days Ago,https://www.naukri.com/job-listings-atci-ix-application-developer-associate-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900414
ATCi - IX - Application Developer - Associate,Accenture,0-2 Yrs,Not disclosed,Bengaluru,"Therefore, a commitment to collaborative problem solving, sophisticated design, and qua...","catia, vb script, product quality, visual basic, api, rest, css, c++",26 Days Ago,https://www.naukri.com/job-listings-atci-ix-application-developer-associate-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900303
Industry X - Technical Publication - WDM - 12,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Creation of required mockup for the illustrations that have to be revised or newly crea...,"repair, airworthiness, impact analysis, engineering design, aircraft maintenance, maintenance planning, avionics, line maintenance",26 Days Ago,https://www.naukri.com/job-listings-industry-x-technical-publication-wdm-12-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900284
Industry X - Technical Publication - Automotive - Parts Catalogue - 12,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Graduate - ITI or BE /B Tech in Mechanical stream 0-2 years of experience in Automotive...,"technical writing, arbortext epic editor, ecn, technical publication, technical documentation, cmm, project management, sap",26 Days Ago,https://www.naukri.com/job-listings-industry-x-technical-publication-automotive-parts-catalogue-12-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-231124900245
System Engineer,Tata Elxsi,10-18 Yrs,Not disclosed,"Chennai, Bengaluru, Thiruvananthapuram",10+ years of experience in Centralized Coach Monitoring System (CCMS) and system engine...,"TCMS, System Engineering, Ccms, Rail, System Design, mbse, Railways, Sysml",14 Days Ago,https://www.naukri.com/job-listings-system-engineer-tata-elxsi-chennai-bengaluru-thiruvananthapuram-10-to-18-years-211024010445
Cloud Platform Engineer,Accenture,0-2 Yrs,Not disclosed,Bengaluru,"Project Role :Cloud Platform EngineerProject Role Description :Designs, builds, tests, ...","python, microsoft azure, microsoft windows server administration, cloud architecture, aws, kubernetes, vmware, dns",Just Now,https://www.naukri.com/job-listings-cloud-platform-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-191224917775
Application Tech Support Practitioner,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Educational Qualification : 15 years full time education. Summary :As an Application Te...,"it support, customer service, service desk management, incident management, itil, networking, it service desk, problem management",Few Hours Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-191224912410
Application Tech Support Practitioner,Accenture,0-2 Yrs,Not disclosed,Bengaluru,Minimum . 0-2 year(s) of experience is required. Educational Qualification : 15 years f...,"service management, quality management, service desk, servicenow, jira, project management, customer service, problem management",Few Hours Ago,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-191224912296
Java Developer - Bangalore,Nokia,8-13 Yrs,Not disclosed,Bengaluru,Candidate should be ready to work in Hybrid Mode and should be ready to come for F2F in...,"J2EE, Java, Websphere, CSS, Rest API, Spring boot, Oracle, SOAP",10 Days Ago,https://www.naukri.com/job-listings-java-developer-bangalore-nokia-bengaluru-8-to-13-years-190324010945
"Backend developer (Java, SpringBoot)",Siemens,0-2 Yrs,Not disclosed,Bengaluru,Being a graduate with a BE / BTech degree or equivalent experience in Computer Science ...,"spring boot, Backend, OOAD, Analytical, Debugging, JDBC, Scheduling, SDLC",1 Day Ago,https://www.naukri.com/job-listings-backend-developer-java-springboot-siemens-limited-bengaluru-0-to-2-years-181224504899
Career Counsellor || Simplilearn || Job Opportunity,Simplilearn,0-2 Yrs,3.5-4 Lacs PA,Bengaluru,Shift: Day Shift & Rotational Week Offs Desired Profile: . Bachelors degree in a techni...,"Outbound Calling, Admission Counselling, Student Counseling, academic counselling, Customer Service, Sales, Placement, Business Development",1 Day Ago,https://www.naukri.com/job-listings-career-counsellor-simplilearn-opportunity-simplilearn-bengaluru-0-to-2-years-181224006790
Analyst - Internal Audit,KPMG India,0-2 Yrs,Not disclosed,Hyderabad,"Graduates (BE / BTech, BCom, BMS, BBM or similar degree) . with 0 - 2 years of related ...","Enterprise risk management, Business process, Manager Internal Audit, Cisa, Corporate governance, Revenue assurance, Risk assessment, risk consulting",2 Days Ago,https://www.naukri.com/job-listings-analyst-internal-audit-kpmg-india-hyderabad-0-to-2-years-171224502719
Cognizant Hiring - Freshers -Voice Process - Chennai - Night Shift,Cognizant,0 Yrs,Not disclosed,"Hyderabad, Chennai","Night shifts, WFO ( Hybrid ) (Both ways transportation provided) Shifts : Rotational 24...","Voice Process, International Voice, International BPO, Freshers, Hiring, International, Process, Voice",2 Days Ago,https://www.naukri.com/job-listings-cognizant-hiring-freshers-voice-process-chennai-night-shift-cognizant-hyderabad-chennai-0-to-0-years-171224005563
Technology Expert Design (x|f|m) - Hybrid,Sartorius,3-7 Yrs,Not disclosed,Bengaluru,Academic degree in engineering or a related field. Several years of system integration ...,"Training, French, Networking, Analytical, System integration, Agile, German, PID",3 Days Ago,https://www.naukri.com/job-listings-technology-expert-design-x-f-m-hybrid-sartorius-bengaluru-3-to-7-years-161224500553
Service Engineer,Light Mechanics,2-5 Yrs,3-7 Lacs PA,Bengaluru,Desired Profile of the Candidate : . Background : Candidate should come from an Automat...,"Service Engineering, Electrical Maintenance, Servo Motors, HMI, Electronics Engineering, Motors, Electrical Drawing, Panel Wiring",6 Days Ago,https://www.naukri.com/job-listings-service-engineer-light-mechanics-bengaluru-2-to-5-years-131224917523
Helpdesk Senior Associate - L2 technical guidance,Oakton GTSCI Pvt Ltdd,4-8 Yrs,Not disclosed,Bengaluru,Sound knowledge of ITIL best practices around Incident Request Management procedures Qu...,"Helpdesk, Technology consulting, Artificial Intelligence, Service desk, Senior Associate L2, Infrastructure, Customer handling, Management",6 Days Ago,https://www.naukri.com/job-listings-helpdesk-senior-associate-l2-technical-guidance-oakton-gtsci-pvt-ltdd-bengaluru-4-to-8-years-131224500667
Java Technical Lead,V2soft,9-14 Yrs,15-27.5 Lacs PA,Bengaluru(Banashankari Stage II),Senior Java Fullstack Developer with Microservices (Preferred Cloud AWS Experience)Expe...,"Java, Cloud, Spring Boot, Microservices, Angular, Multithreading, React.Js, aws",6 Days Ago,https://www.naukri.com/job-listings-java-technical-lead-v2soft-bengaluru-9-to-14-years-131224018163
"Senior Software Engineer Angular, Node, Java",Photon,5-10 Yrs,Not disclosed,Bengaluru,"5+ years of hands-on experience: Designing, developing, and maintaining Java / J2EE and...","Java, Node.Js, Angular, Software, Node, Senior",6 Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-angular-node-java-photon-bengaluru-5-to-10-years-131224007601
Compliance Engineer,Quest Global,2-5 Yrs,Not disclosed,Bengaluru,BE/ME in Mechanical/Electrical Engineering with 2-5 years in product compliance and kno...,"IEC, compliance, Regulations, gas turbine, Product Compliance, accessories, Regulatory, Product Certification",9 Days Ago,https://www.naukri.com/job-listings-compliance-engineer-quest-global-bengaluru-2-to-5-years-121124015388
GN - SONG - Service - Microsoft CRM Senior Manger,Accenture,13-18 Yrs,Not disclosed,Bengaluru,Use prior experience with MS Dynamics 365 CRM configuration :Apply thorough knowledge &...,"industry research, business analysis, functional consultancy, requirement gathering, project management, customer service, ms dynamics crm, user stories",7 Days Ago,https://www.naukri.com/job-listings-gn-song-service-microsoft-crm-senior-manger-accenture-solutions-pvt-ltd-bengaluru-13-to-18-years-111224922494
